TENURE,LU_DESC,HECTARES,LC_DESC_13,LC_DESC_12
PUBLIC,Nature Reserve,8.63800000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),17.32600000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Dairy Cattle),12.58500000,Pasture and grassland,Pasture and grassland
PUBLIC,Forest Reserves - Public,3.33900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),5.18700000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),1.20600000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),12.74000000,Pasture and grassland,Pasture and grassland
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),2.61100000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),13.69100000,Pasture and grassland,Pasture and grassland
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.62500000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,2.07500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),9.85700000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),16.53700000,Pasture and grassland,Hardwood plantation
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),14.09600000,Pasture and grassland,Pasture and grassland
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),2.42800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.81400000,Unknown,Unknown
PUBLIC,Community Service Facilities or Other,2.00500000,Unknown,Unknown
PRIVATE,Detached Home,0.24800000,Unknown,Unknown
PRIVATE,Detached Home,0.14200000,Unknown,Unknown
PRIVATE,Detached Home,0.07800000,Unknown,Unknown
PUBLIC,Reserved Land,0.06700000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),26.29000000,Pasture and grassland,Pasture and grassland
PRIVATE,Detached Home,0.15900000,Unknown,Unknown
PUBLIC,Community Service Facilities or Other,0.24500000,Unknown,Unknown
PRIVATE,Detached Home,0.11800000,Unknown,Unknown
PRIVATE,Detached Home,0.28300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.86300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.19000000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.48600000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.67400000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),4.51400000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),12.15100000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),3.91200000,Unknown,Unknown
PRIVATE,Detached Home,0.26200000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.22700000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),5.18800000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.42200000,Unknown,Unknown
PRIVATE,Mixed farming and grazing  (generally more than 20ha),31.97200000,Softwood Plantation,Softwood Plantation
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.21000000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.51900000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),3.43200000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.40500000,Unknown,Unknown
PRIVATE,Detached Home,0.26700000,Unknown,Unknown
PRIVATE,Detached Home,0.26700000,Unknown,Unknown
PRIVATE,Detached Home,0.39000000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.60900000,Unknown,Unknown
PRIVATE,Detached Home,0.22200000,Unknown,Unknown
PRIVATE,Detached Home,0.16900000,Unknown,Unknown
PRIVATE,Detached Home,0.16000000,Unknown,Unknown
PRIVATE,Detached Home,0.06700000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.15600000,Unknown,Unknown
PRIVATE,Detached Home,0.32000000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),3.87000000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),20.29100000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Dairy Cattle),2.39200000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),25.42800000,Softwood Plantation,Softwood Plantation
PRIVATE,Livestock Production (Beef Cattle),6.59100000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.62400000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),24.71900000,Hardwood plantation,Hardwood plantation
PRIVATE,Livestock Production (Dairy Cattle),0.13800000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.06100000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.26900000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.52800000,Unknown,Unknown
PRIVATE,Mixed farming and grazing  (generally more than 20ha),17.34500000,Pasture and grassland,Pasture and grassland
PUBLIC,Nature Reserve,2.50900000,Unknown,Unknown
PUBLIC,Nature Reserve,0.86300000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),20.23800000,Pasture and grassland,Pasture and grassland
PUBLIC,"Unspecified - Transport, Storage, Utilities and Communication",0.23500000,Unknown,Unknown
PRIVATE,Detached Home,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.13000000,Unknown,Unknown
PRIVATE,Detached Home,0.20800000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.32100000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),1.18900000,Unknown,Unknown
PRIVATE,Detached Home,0.12100000,Unknown,Unknown
PRIVATE,Detached Home,0.20500000,Unknown,Unknown
PRIVATE,Detached Home,0.12100000,Unknown,Unknown
PRIVATE,Unclassified Private Land,0.08600000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.12100000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.10300000,Unknown,Unknown
PUBLIC,"Unspecified - Transport, Storage, Utilities and Communication",0.16100000,Unknown,Unknown
PUBLIC,Nature Reserve,0.27400000,Unknown,Unknown
PRIVATE,Detached Home,0.14800000,Unknown,Unknown
PRIVATE,Detached Home,0.08000000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.08000000,Unknown,Unknown
PRIVATE,Detached Home,0.12700000,Unknown,Unknown
PRIVATE,Detached Home,0.14600000,Unknown,Unknown
PRIVATE,Detached Home,0.15200000,Unknown,Unknown
PRIVATE,Detached Home,0.14500000,Unknown,Unknown
PRIVATE,Detached Home,0.10700000,Unknown,Unknown
PUBLIC,"Unspecified - Transport, Storage, Utilities and Communication",0.31600000,Unknown,Unknown
PRIVATE,Detached Home,0.15200000,Unknown,Unknown
PUBLIC,"Unspecified - Transport, Storage, Utilities and Communication",0.09500000,Unknown,Unknown
PRIVATE,Detached Home,0.12500000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.41000000,Unknown,Unknown
PRIVATE,Detached Home,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.15200000,Unknown,Unknown
PRIVATE,Detached Home,0.15200000,Unknown,Unknown
PRIVATE,Short Term Holiday Accommodation,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.22400000,Unknown,Unknown
PRIVATE,Detached Home,0.19300000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.19300000,Unknown,Unknown
PRIVATE,Unclassified Private Land,0.19300000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.09600000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.09600000,Unknown,Unknown
PRIVATE,Detached Home,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.10100000,Unknown,Unknown
PRIVATE,Detached Home,0.09600000,Unknown,Unknown
PRIVATE,Detached Home,0.09600000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.10100000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.10100000,Unknown,Unknown
PUBLIC,Nature Reserve,9.36200000,Unknown,Unknown
PUBLIC,Nature Reserve,16.98500000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Dairy Cattle),16.01000000,Pasture and grassland,Pasture and grassland
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),13.40800000,Pasture and grassland,Pasture and grassland
PUBLIC,National Park - Land,11.03700000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),19.88500000,Pasture and grassland,Pasture and grassland
PUBLIC,National Park - Land,5.23300000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),22.15000000,Pasture and grassland,Pasture and grassland
PUBLIC,National Park - Land,35.94200000,Native woody cover,Native woody cover
PRIVATE,Livestock Production (Beef Cattle),20.70100000,Pasture and grassland,Pasture and grassland
PRIVATE,Unclassified Private Land,0.09300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.51600000,Unknown,Unknown
PUBLIC,National Park - Land,0.01000000,Unknown,Unknown
PUBLIC,National Park - Land,0.18900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),4.78800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),9.45400000,Unknown,Unknown
PUBLIC,Reserved Land,1.08400000,Unknown,Unknown
PRIVATE,Unclassified Private Land,1.71800000,Unknown,Unknown
PUBLIC,Nature Reserve,7.63700000,Unknown,Unknown
PRIVATE,Unclassified Private Land,0.64200000,Unknown,Unknown
PRIVATE,Mixed farming and grazing  (generally more than 20ha),25.68200000,Softwood Plantation,Softwood Plantation
PRIVATE,Livestock Production (Dairy Cattle),11.16800000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.80200000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),4.67700000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.52300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.64500000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),0.93800000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),3.17700000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,15.18300000,Pasture and grassland,Pasture and grassland
PUBLIC,Forest Reserves - Public,1.41600000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,9.93600000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,0.09100000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),5.07600000,Unknown,Unknown
PUBLIC,Water Supply,1.34000000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),8.14800000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),3.16100000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.72600000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,0.05500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),2.55500000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.64300000,Unknown,Unknown
PUBLIC,Community Service Facilities or Other,4.83100000,Unknown,Unknown
PUBLIC,Community Service Facilities or Other,0.13100000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),6.69200000,Unknown,Unknown
PUBLIC,Nature Reserve,0.09400000,Unknown,Unknown
PUBLIC,Reserved Land,0.24600000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),0.05500000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),111.65500000,Pasture and grassland,Hardwood plantation
PUBLIC,National Park - Land,563.62900000,Native woody cover,Native woody cover
PUBLIC,National Park - Land,1.00300000,Unknown,Unknown
PUBLIC,National Park - Land,0.33100000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),28.51500000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Beef Cattle),49.66400000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Dairy Cattle),17.93700000,Hardwood plantation,Hardwood plantation
PRIVATE,Livestock Production (Beef Cattle),101.50100000,Pasture and grassland,Pasture and grassland
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),7.67800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),3.78700000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),6.96200000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),3.18100000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),9.22300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),3.46700000,Unknown,Unknown
PRIVATE,Mixed farming and grazing  (generally more than 20ha),0.93400000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),3.47700000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),13.95200000,Pasture and grassland,Pasture and grassland
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),6.58900000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),6.18800000,Unknown,Unknown
PRIVATE,Mixed farming and grazing  (generally more than 20ha),31.93600000,Pasture and grassland,Pasture and grassland
PUBLIC,Nature Reserve,3.38000000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),12.11400000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.28000000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),5.77600000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),11.97400000,Unknown,Unknown
PRIVATE,Softwood Plantation,86.55300000,Pasture and grassland,Pasture and grassland
PUBLIC,Forest Reserves - Public,11.20100000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),2.54200000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),38.35500000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Beef Cattle),25.93900000,Hardwood plantation,Hardwood plantation
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),11.85100000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,49.86200000,Native woody cover,Native woody cover
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),9.62400000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,112.41000000,Native woody cover,Native woody cover
PRIVATE,Livestock Production (Beef Cattle),0.84400000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),0.89700000,Unknown,Unknown
PUBLIC,National Park - Land,2.56900000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,8.41700000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,513.59200000,Native woody cover,Native woody cover
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),19.38700000,Softwood Plantation,Softwood Plantation
PUBLIC,National Park - Land,0.30700000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),27.77800000,Softwood Plantation,Softwood Plantation
PRIVATE,Livestock Production (Beef Cattle),0.02400000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),0.16200000,Unknown,Unknown
PRIVATE,Native Hardwood (standing timber),230.11900000,Softwood Plantation,Softwood Plantation
PUBLIC,Forest Reserves - Public,10.20600000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,3.44700000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.21000000,Unknown,Unknown
PRIVATE,Softwood Plantation,114.89300000,Softwood Plantation,Softwood Plantation
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),1.70700000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,3.03800000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,0.63500000,Unknown,Unknown
PRIVATE,Unclassified Private Land,0.39100000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,1.33200000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,126.16200000,Native woody cover,Native woody cover
PUBLIC,Reserved Land,0.33900000,Unknown,Unknown
PRIVATE,Detached Home,0.23600000,Unknown,Unknown
PUBLIC,Reserved Land,0.70400000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,1.05700000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,5.29800000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,230.10600000,Native woody cover,Native woody cover
PRIVATE,Detached Home,0.24000000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.01200000,Unknown,Unknown
PRIVATE,Detached Home,0.19900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.51000000,Unknown,Unknown
PRIVATE,Softwood Plantation,129.46500000,Softwood Plantation,Softwood Plantation
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.25600000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.81200000,Unknown,Unknown
PRIVATE,Detached Home,0.20500000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,1.54800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.99300000,Unknown,Unknown
PRIVATE,Miscellaneous Buildings on Residential Land,0.20500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.84800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.15800000,Unknown,Unknown
PRIVATE,Detached Home,0.07900000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),0.84800000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.07900000,Unknown,Unknown
PRIVATE,Detached Home,0.07900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.84800000,Unknown,Unknown
PRIVATE,Detached Home,0.07900000,Unknown,Unknown
PRIVATE,Detached Home,0.07900000,Unknown,Unknown
PRIVATE,Vacant Residential Home Site / Surveyed Lot,0.07900000,Unknown,Unknown
PRIVATE,Detached Home,0.07900000,Unknown,Unknown
PRIVATE,Detached Home,0.18700000,Unknown,Unknown
PRIVATE,Detached Home,0.22300000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,1.24500000,Unknown,Unknown
PRIVATE,Detached Home,0.20500000,Unknown,Unknown
PRIVATE,Detached Home,0.20500000,Unknown,Unknown
PUBLIC,Reserved Land,0.21900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),5.85200000,Unknown,Unknown
PUBLIC,"Unspecified - Transport, Storage, Utilities and Communication",0.06400000,Unknown,Unknown
PRIVATE,Livestock Production (Beef Cattle),23.66000000,Hardwood plantation,Hardwood plantation
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),3.05400000,Unknown,Unknown
PRIVATE,Livestock Production (Dairy Cattle),19.86900000,Pasture and grassland,Pasture and grassland
PRIVATE,Livestock Production (Dairy Cattle),0.05700000,Unknown,Unknown
PUBLIC,National Park - Land,13.58000000,Native woody cover,Native woody cover
PUBLIC,National Park - Land,12.61900000,Native woody cover,Native woody cover
PUBLIC,National Park - Land,8.30300000,Unknown,Unknown
PUBLIC,National Park - Land,167.00800000,Native woody cover,Native woody cover
PUBLIC,National Park - Land,219.28400000,Native woody cover,Native woody cover
PRIVATE,Mixed farming and grazing  (generally more than 20ha),23.51300000,Softwood Plantation,Softwood Plantation
PUBLIC,National Park - Land,0.60700000,Unknown,Unknown
PUBLIC,National Park - Land,1.08100000,Unknown,Unknown
PUBLIC,National Park - Land,0.01800000,Unknown,Unknown
PUBLIC,National Park - Land,0.05100000,Unknown,Unknown
PUBLIC,National Park - Land,72.40000000,Native woody cover,Native woody cover
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),13.85600000,Native woody cover,Native woody cover
PUBLIC,Water Supply,60.44000000,Native woody cover,Native woody cover
PUBLIC,Water Supply,0.31000000,Unknown,Unknown
PUBLIC,Water Supply,5.14900000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),12.11200000,Unknown,Unknown
PUBLIC,National Park - Land,12.99200000,Native woody cover,Native woody cover
PRIVATE,Mixed farming and grazing  (generally more than 20ha),12.58600000,Pasture and grassland,Pasture and grassland
PUBLIC,Water Supply,0.70500000,Unknown,Unknown
PUBLIC,Water Supply,2.84900000,Unknown,Unknown
PUBLIC,Water Supply,7.66500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),5.51800000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),13.47000000,Pasture and grassland,Pasture and grassland
PUBLIC,Water Supply,2.36500000,Unknown,Unknown
PUBLIC,Water Supply,2.44100000,Unknown,Unknown
PUBLIC,Water Supply,37.09400000,Native woody cover,Native woody cover
PUBLIC,Water Supply,2.31300000,Unknown,Unknown
PUBLIC,Water Supply,1.92500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.18900000,Unknown,Unknown
PUBLIC,National Park - Land,0.16900000,Unknown,Unknown
PRIVATE,Vacant Residential Rural / Rural Lifestyle (0.4 to 20ha),2.46200000,Unknown,Unknown
PUBLIC,Water Supply,1.69600000,Unknown,Unknown
PUBLIC,Water Supply,0.38500000,Unknown,Unknown
PUBLIC,Water Supply,26.61000000,Native woody cover,Native woody cover
PUBLIC,Water Supply,68.77000000,Softwood Plantation,Softwood Plantation
PUBLIC,Water Supply,16.82300000,Softwood Plantation,Softwood Plantation
PUBLIC,Water Supply,32.32900000,Native woody cover,Native woody cover
PUBLIC,Water Supply,0.20300000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.88000000,Unknown,Unknown
PUBLIC,Water Supply,0.22100000,Unknown,Unknown
PUBLIC,National Park - Land,0.72300000,Unknown,Unknown
PUBLIC,National Park - Land,28.55800000,Native woody cover,Native woody cover
PUBLIC,Water Supply,0.69800000,Unknown,Unknown
PUBLIC,Nature Reserve,1.01100000,Unknown,Unknown
PUBLIC,National Park - Land,0.56500000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),0.25300000,Unknown,Unknown
PUBLIC,Community Service Facilities or Other,0.84100000,Unknown,Unknown
PRIVATE,Residential Rural / Rural Lifestyle (0.4 to 20 Ha),1.65300000,Unknown,Unknown
PRIVATE,Unclassified Private Land,0.35500000,Unknown,Unknown
PRIVATE,Softwood Plantation,96.42900000,Softwood Plantation,Softwood Plantation
PRIVATE,Softwood Plantation,70.71800000,Softwood Plantation,Softwood Plantation
PUBLIC,Forestry (Commercial Timber Production),0.69200000,Unknown,Unknown
PUBLIC,Forest Reserves - Public,8.93000000,Unknown,Unknown
PRIVATE,Softwood Plantation,127.70900000,Softwood Plantation,Softwood Plantation
PUBLIC,Forestry (Commercial Timber Production),2.21200000,Unknown,Unknown
PRIVATE,Softwood Plantation,83.32000000,Softwood Plantation,Softwood Plantation
PRIVATE,Native Hardwood (standing timber),19.62400000,Softwood Plantation,Softwood Plantation
PRIVATE,Native Hardwood (standing timber),19.15500000,Softwood Plantation,Softwood Plantation
PRIVATE,Softwood Plantation,44.93600000,Softwood Plantation,Softwood Plantation
PRIVATE,Native Hardwood (standing timber),35.50600000,Softwood Plantation,Softwood Plantation
PUBLIC,Water Supply,54.98800000,Native woody cover,Native woody cover
PUBLIC,Water Supply,31.96500000,Native woody cover,Native woody cover
PUBLIC,Water Supply,33.10600000,Native woody cover,Native woody cover
PUBLIC,National Park - Land,83.34200000,Native woody cover,Native woody cover
PUBLIC,Water Supply,44.98300000,Native woody cover,Native woody cover
PUBLIC,Forest Reserves - Public,126.81400000,Native woody cover,Native woody cover
PUBLIC,Forest Reserves - Public,0.45600000,Unknown,Unknown
PUBLIC,National Park - Land,0.03600000,Unknown,Unknown
PRIVATE,Softwood Plantation,48.82600000,Softwood Plantation,Softwood Plantation
PRIVATE,Softwood Plantation,27.55800000,Softwood Plantation,Softwood Plantation
PUBLIC,Forestry (Commercial Timber Production),1.14700000,Unknown,Unknown
PRIVATE,Softwood Plantation,73.33700000,Softwood Plantation,Softwood Plantation
